Control_1	Control_2	Control_3	Heat_treated_1	Heat_treated_2	Heat_treated_3
g223	9.75305713012185	9.8062693776903	9.64147456378501	9.28556498071555	9.47668321488598	9.62610928718508
g224	9.6738298374847	9.4879919277682	9.54977093431325	9.60876780787041	9.2195233335626	9.601697626256
g225	10.9214877627081	9.34199167253634	9.55210209066347	9.89794050517711	10.462753481446	9.92996220080864
g226	5.95322417156227	6.68008123331512	5.89454855683235	4.98436124018231	5.95288643862845	6.44324546633165
g227	10.2164304044676	10.2682150761036	10.2933348620232	10.5262684819521	9.98241013975759	10.7181839499509
g228	11.638289738229	11.5067740143135	11.4218872103812	11.9388780515601	11.4707921089587	11.7285979262167
g229	16.3992167140822	13.8535368903014	14.680369827685	15.3580473887796	15.7145178887042	15.0632274735422
g230	7.12415434413471	7.63701410249231	7.03451289071861	7.84040985810675	7.02817250972425	7.87520641755695
g231	10.0537955903342	10.2621874806788	10.4934799724592	11.1248445327021	11.3161843530146	10.8687603598677
g232	9.6152956314786	9.7362148231743	9.9395987296648	10.7708793135022	10.347999474466	10.5837585893947
g233	11.1688120440125	10.9636019400321	10.9907809449343	11.2405560458435	11.2195191402781	10.7618887206776
g234	7.81502298514443	7.95144702841722	8.21270194134902	8.41028409107981	8.46119588380951	8.22394092938872
g235	11.2478476383895	11.5647601334162	11.8846267394651	9.72376626139515	9.45945895549837	9.91617522342624
g236	8.39420439148688	8.55442387194779	8.39998208297808	10.2698710719315	9.93496601734608	9.9001116560802
g237	11.7890945719085	10.4381729580615	10.9094840300677	11.5879457434291	13.179515293147	11.744080660457
g238	7.50287527889526	6.91726867126667	7.0171470672457	6.9796677620187	7.15384816132602	6.62475272495858
g239	7.56808048976879	8.73647002420139	8.53009617015264	8.04700681188659	7.70912907885389	8.21282629898965
g240	4.98645855786992	5.48946948633987	5.09156660144637	6.270765511437	4.94050044029843	5.54502745838877
g241	10.6403564381555	12.5014357682877	11.9633278714731	11.7753782304614	12.2599145925309	11.3265722759992
g242	8.05310949192217	7.80281261688652	7.96637313559641	8.33810460829096	8.38993168621286	8.56244560755489
g243	11.3200351575622	12.119465814442	12.0143793191941	11.4586064053076	11.1388662841954	11.1391309448411
g244	11.5772130238334	11.8399813776845	12.1230024259441	11.5221144857042	11.9317396097702	11.4090691558161
g245	12.3904725533259	12.9972341371312	13.1817288968738	11.5891915812684	12.0511695236097	11.8138422204008
g246	12.8603779350375	9.132133663718	9.9209933816435	11.3065468523436	10.495666143862	11.8259330669433
g247	11.9681521895176	10.0776383856059	11.0135074268933	12.0380412165777	12.0095558843798	12.2505816883273
g248	6.62565612038933	7.8174917148597	7.68355022438307	5.98606514031573	6.24822518584879	6.48492732845297
g249	8.53176335294369	10.6257830972375	10.1528750137409	9.60796224075911	9.40661655344343	9.278250784583
g250	6.52487357329276	6.93285196548872	6.89572327707445	6.74816154927239	7.02578224608434	6.99784972391757
g251	8.68347478874646	8.63860069898147	8.40425652172359	8.89015876717085	8.25058967489596	8.63943723000444
g252	8.99242829385591	8.98929388200211	8.75955313413245	8.41327746425277	8.35104186261466	8.52931528660563
g253	10.3964445837424	10.4854248899131	10.3945725023773	10.9779379303559	10.5493606123865	10.631618927844
g254	11.3375628368979	11.4462347316806	11.3086032138425	12.4273164116889	12.8409626432839	11.8623663755058
g255	10.8799378324354	11.0091357008713	11.1457243710037	10.2729436301652	10.5722516987265	10.0979982562266
g256	11.470187536211	9.50580376759449	10.1310489511973	11.5990998801829	11.9721594411147	10.4551838081795
g257	3.89585753026839	4.50704199254393	4.52981146684535	3.38081892403012	4.40386959496171	4.37788520994574
g258	13.4168804291584	13.1180856501275	13.4347444700404	13.9261156357939	14.2221427942029	13.5345484735785
g259	5.1123917437689	4.56530136471889	4.27642888026663	6.49270207691883	4.53190945437638	6.29178158112662
g260	8.20239994728116	7.91649886597745	7.63957408647294	9.22337078819201	8.73114016035808	8.10103621150632
g261	8.73970103757215	10.348271988942	9.79453910405299	8.91209905307923	8.63214456490521	9.18007750465239
g262	11.2230042556299	11.4155323409001	11.3166136649802	12.4994103872245	12.6258652928146	11.9181120751137
g263	3.65560839028851	3.35812847356313	3.35904742742981	6.23862515839669	6.49696715591694	5.55757225849081
g264	10.4179858471873	10.0485880718872	9.92037130948957	10.0312001080076	9.80339722821221	10.0236842714546
g265	4.23239752790812	4.16766875450553	4.49082091409401	2.87979997349298	3.26812702778785	2.73728780786463
g266	5.78267556081151	5.44535283332733	5.83982471271809	5.28345149753693	4.50496853699478	5.71439215699412
g267	5.68977795913651	5.15067323140976	4.03726648571358	3.9885115786633	6.7313846649517	3.67495039688045
g268	8.94211288941429	8.98858540431809	8.52249227545451	9.87321752175575	9.93113102793015	9.2838502463455
g269	10.3268491993603	10.5661009219451	10.6145500919863	11.0812003100102	11.2345536885116	10.7570471210439
g270	12.0925004550732	12.2630641149046	12.2724315816977	12.478214896852	12.8194525380757	12.0697320193315
g271	10.4195690496638	10.6348709330689	10.6517852438401	10.4089560837247	10.527517511686	10.8055511026201
