"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g238",135.740331481497,-0.375209728257125,0.452291849862997,-0.829574374092259,0.406779470351078,0.531798848853474
"g239",303.617331810832,-0.541784222072237,0.538041085766784,-1.00695697113933,0.313955452323853,0.443728743190285
"g240",47.9743211372246,0.900687090931059,0.703472295057973,1.28034479432745,0.200423900273198,0.317337842099231
"g241",3965.38750252594,-0.115847833191698,0.692651678531814,-0.167252656396149,0.867171254055049,0.908616938991504
"g242",300.549513797418,0.716661643751994,0.294122956258682,2.43660560490793,0.0148258396678075,0.0410229544206324
"g243",3176.62232878246,-0.862102089797471,0.4165247654212,-2.06974989572515,0.0384757716010549,0.0884322169862955
"g244",3500.68932446429,-0.315560943364706,0.382780160966171,-0.824392106864166,0.40971679828762,0.533193093661971
"g245",6006.68091445923,-1.50209178690833,0.417560357601118,-3.5973045801997,0.000321531897657259,0.0021373643248808
"g246",3517.12216142186,-0.530834395006241,1.13834192663783,-0.466322448979892,0.6409847123505,0.722452743058095
"g247",3681.35101088449,1.15543958905241,0.676274479875416,1.70853643518423,0.0875368517676722,0.165544156490283
"g248",142.30882572836,-1.88502862039453,0.576965675507253,-3.26714170429161,0.00108639286825399,0.00499416728945409
"g249",935.482849184486,-0.870901627579768,0.697827065831926,-1.2480192732873,0.212023999173373,0.3324602074958
"g250",117.348447432206,0.203592996206729,0.377519126417154,0.539291871484576,0.589685476691482,0.680647339329765
"g251",391.07328928539,0.0613255597715349,0.378049202654298,0.162215815668875,0.871135905647297,0.909427593807618
"g252",420.476439605742,-0.701097145988393,0.280600211496328,-2.49856242890811,0.012469817659324,0.0362642656419117
"g253",1551.20810659404,0.436843617926095,0.301866829218967,1.44714018117313,0.147857666230256,0.247879028680136
"g254",4371.40789986288,1.51844991299451,0.426173358307351,3.56298647814447,0.000366659572794017,0.00228907556804725
